"SDRs per currency unit for the period  January 01, 1994 - August 06, 2024",,,,,,,
,,,,,,,
Date,Chinese yuan   (CNY)                     ,Euro   (EUR)                     ,Japanese yen   (JPY)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,,
29-Dec-2008,0.0939794,0.916726,0.00709459,0.942166,0.642415,,
30-Dec-2008,0.0945202,0.910835,0.00711927,0.936549,0.646074,,
31-Dec-2008,0.0949927,0.903543,,0.946458,0.649237,,
2-Jan-2009,,0.902666,,0.943743,0.650992,,
5-Jan-2009,0.0962671,0.893898,0.00715379,0.954513,0.658149,,
6-Jan-2009,0.097103,0.885283,0.00713243,0.969283,0.664029,,
7-Jan-2009,0.0960244,0.892785,0.00699362,0.981177,0.656701,,
8-Jan-2009,0.0958897,0.892793,0.00706515,0.987862,0.655646,,
9-Jan-2009,0.095279,0.891316,0.00714598,0.995923,0.651356,,
12-Jan-2009,0.0961045,0.88023,,0.983276,0.657182,,
13-Jan-2009,0.0965033,0.875337,0.0073788,0.96332,0.660034,,
14-Jan-2009,0.0967162,0.871432,0.00739139,0.961532,0.661529,,
15-Jan-2009,0.0967654,0.865963,0.00741926,0.966556,0.661798,,
16-Jan-2009,0.0965579,0.876207,0.0073122,0.985618,0.660292,,
19-Jan-2009,0.0968505,0.872741,0.0072731,0.969668,0.66207,,
20-Jan-2009,0.0979497,0.866089,0.00740961,0.932737,0.669829,,
21-Jan-2009,0.0980695,0.865946,0.00746113,0.92296,0.670756,,
22-Jan-2009,0.0977433,0.867721,0.00749635,0.919247,0.6683,,
23-Jan-2009,0.0982906,0.859966,0.00759019,0.91313,0.672111,,
26-Jan-2009,,0.869401,0.00753021,0.927763,0.669285,,
27-Jan-2009,,0.874805,0.00742358,0.933373,0.664039,,
28-Jan-2009,,0.87743,0.00742662,0.94691,0.661712,,
29-Jan-2009,,0.871319,0.00734982,0.952197,0.664571,,
30-Jan-2009,,0.859026,0.00748076,0.958629,0.670276,,
2-Feb-2009,0.0980653,0.85586,0.00747339,0.947886,0.670737,,
3-Feb-2009,0.0978907,0.860309,0.00746436,0.953778,0.669553,,
4-Feb-2009,0.0978115,0.856911,0.00747787,0.961401,0.668522,,
5-Feb-2009,0.0978384,0.858033,0.00748124,0.969593,0.668823,,
6-Feb-2009,0.0980983,0.858238,0.0073769,0.983191,0.670708,,
9-Feb-2009,0.0976391,0.868055,0.00728918,0.99478,0.667324,,
10-Feb-2009,0.0976252,0.864994,0.00729839,0.986734,0.667073,,
11-Feb-2009,0.0977776,0.864495,,0.959043,0.668183,,
12-Feb-2009,0.0982072,0.86112,0.00745578,0.952513,0.67102,,
13-Feb-2009,0.0981299,0.85986,0.0073688,0.973453,0.670561,,
16-Feb-2009,,0.860002,0.00735501,0.960521,0.673719,,
17-Feb-2009,0.0989616,0.854592,0.00731267,0.96336,0.676422,,
18-Feb-2009,0.099138,0.853678,0.00734515,0.963742,0.677737,,
19-Feb-2009,0.0989577,0.859575,0.00722439,0.974049,0.676564,,
20-Feb-2009,0.0991634,0.853482,0.00720735,0.970479,0.677851,,
23-Feb-2009,0.0985904,0.862249,0.00724448,0.985879,0.673737,,
24-Feb-2009,0.0988786,0.862669,0.0071074,0.98163,0.675914,,
25-Feb-2009,0.0991012,0.866818,0.00699139,0.973654,0.677466,,
26-Feb-2009,0.0993151,0.867932,0.00694302,0.968021,0.679027,,
27-Feb-2009,0.0996642,0.861681,0.0069861,0.967381,0.681494,,
2-Mar-2009,0.0997581,0.859344,0.00699729,0.963522,0.682236,,
3-Mar-2009,0.0999488,0.862324,0.00701457,0.957955,0.68357,,
4-Mar-2009,0.100283,0.86113,0.00696543,0.96607,0.685886,,
5-Mar-2009,0.100197,0.860011,0.00690171,0.966185,0.684995,,
6-Mar-2009,0.099515,0.86123,0.00693208,0.968527,0.680384,,
9-Mar-2009,0.100269,0.861189,0.0069795,0.950221,0.685387,,
10-Mar-2009,0.099837,0.872396,0.00690057,0.945079,0.682466,,
11-Mar-2009,0.0997267,0.871496,0.0069142,0.941769,0.681602,,
12-Mar-2009,0.0993777,0.868073,0.00705231,0.937209,0.679137,,
13-Mar-2009,0.0992674,0.87539,0.00695014,0.951838,0.678334,,
16-Mar-2009,0.0987875,0.8806,0.00687579,0.95737,0.675203,,
17-Mar-2009,0.0990613,0.875987,0.00687512,0.949426,0.676856,,
18-Mar-2009,0.0990183,0.888222,0.00686785,0.938755,0.676483,,
19-Mar-2009,0.0966235,0.902215,0.00691769,0.954285,0.659948,,
20-Mar-2009,0.0969016,0.896632,,0.953743,0.66177,,
23-Mar-2009,0.0967814,0.89626,0.00687168,0.966067,0.661056,,
24-Mar-2009,0.0971719,0.896451,0.00678277,0.977621,0.663694,,
25-Mar-2009,0.0972129,0.89632,0.00679178,0.967725,0.664236,,
26-Mar-2009,0.0970145,0.90189,0.00677931,0.965652,0.662813,,
27-Mar-2009,0.0978726,0.888952,0.00678818,0.955347,0.668636,,
30-Mar-2009,0.0982009,0.885389,0.00683754,0.95062,0.671105,,
31-Mar-2009,0.0978456,0.890123,0.00681818,0.95915,0.668863,,
1-Apr-2009,0.0980996,0.888146,0.00678301,0.96532,0.670501,,
2-Apr-2009,0.097771,0.894823,0.00676635,0.980683,0.668177,,
3-Apr-2009,0.0975733,0.894939,0.00666621,0.982999,0.666621,,
6-Apr-2009,,0.897936,0.00660055,0.992014,0.665335,,
7-Apr-2009,0.0981507,0.889095,0.00666761,0.980654,0.670762,,
8-Apr-2009,0.0980165,0.886661,0.00667469,0.985774,0.670139,,
9-Apr-2009,0.097998,0.889152,0.00671237,0.982937,0.669895,,
10-Apr-2009,0.0984295,,0.00668391,,0.672736,,
13-Apr-2009,0.0977442,,0.00665245,,0.667906,,
14-Apr-2009,0.0979092,0.887741,0.00669686,0.996602,0.668681,,
15-Apr-2009,0.097796,0.879796,0.0067599,1.00289,0.667878,,
16-Apr-2009,0.0981448,0.884579,0.00674046,0.995185,0.670339,,
17-Apr-2009,0.0984603,0.878271,0.00674616,0.995302,0.672592,,
20-Apr-2009,0.0987808,0.875152,0.00682811,0.983753,0.674959,,
21-Apr-2009,0.0987902,0.873107,0.00688579,0.981468,0.675152,,
22-Apr-2009,0.0987382,0.873199,0.00686803,0.986775,0.674441,,
23-Apr-2009,0.0985793,0.878587,0.00688251,0.978228,0.673247,,
24-Apr-2009,0.0978549,0.88401,0.00683113,0.976473,0.668085,,
27-Apr-2009,0.098168,0.879409,0.00692891,0.976563,0.670026,,
28-Apr-2009,0.0984265,0.873059,0.00699997,0.97957,0.671997,,
29-Apr-2009,0.0977665,0.885377,,0.986021,0.667403,,
30-Apr-2009,0.0978215,0.886281,0.00684049,0.989698,0.667632,,
1-May-2009,,,0.00673641,0.996694,0.667578,,
4-May-2009,0.0976564,0.880997,,,0.666261,,
5-May-2009,0.0975473,0.891677,,1.00371,0.665282,,
6-May-2009,0.0976235,0.887385,,1.00529,0.666105,,
7-May-2009,0.0976808,0.890612,0.00675254,1.00978,0.666476,,
8-May-2009,0.0975656,0.893571,0.00670294,1.0012,0.665602,,
11-May-2009,0.096843,0.896784,0.00670724,0.998196,0.660663,,
12-May-2009,0.096524,0.901298,0.00676977,1.00662,0.658699,,
13-May-2009,0.0963821,0.895934,0.00683641,0.997741,0.657663,,
14-May-2009,0.096573,0.893952,0.00690169,0.993544,0.659111,,
15-May-2009,0.0964992,0.890266,0.00685804,0.999195,0.658578,,
18-May-2009,0.0967415,0.891177,0.00696284,1.00649,0.660425,,
19-May-2009,0.0962552,0.89436,0.00681575,1.01821,0.657038,,
20-May-2009,0.0961133,0.898041,0.00683886,1.01638,0.655983,,
21-May-2009,0.0956343,0.898773,0.00690641,1.02193,0.652656,,
22-May-2009,0.0948883,0.904698,0.00687741,1.02883,0.647508,,
25-May-2009,,0.907604,0.0068553,,0.647826,,
26-May-2009,0.0952691,0.904778,0.00686954,1.0289,0.650545,,
27-May-2009,0.0949192,0.901516,0.00679797,1.039,0.648526,,
28-May-2009,,0.902578,0.00679036,1.0397,0.651399,,
29-May-2009,,0.910694,0.00669403,1.04344,0.645974,,
1-Jun-2009,0.0939749,0.912935,0.0067651,1.05187,0.642008,,
2-Jun-2009,0.0940517,0.914732,0.00667142,1.05697,0.642458,,
3-Jun-2009,0.0940265,0.912402,0.00671427,1.0632,0.64222,,
4-Jun-2009,0.0943401,0.908534,0.00670389,1.05601,0.644579,,
5-Jun-2009,0.0945062,0.915549,0.00667493,1.03935,0.645799,,
8-Jun-2009,0.095695,0.90714,0.00664722,1.03681,0.654219,,
9-Jun-2009,0.0953873,0.910301,0.00664755,1.04992,0.652125,,
10-Jun-2009,0.0947438,0.913021,0.00663362,1.05921,0.647441,,
11-Jun-2009,0.0948768,0.905839,0.00661563,1.06614,0.648464,,
12-Jun-2009,0.0948205,0.907265,0.00662773,1.06696,0.647861,,
15-Jun-2009,0.0953015,0.902077,0.00663123,1.06393,0.651319,,
16-Jun-2009,0.0950272,0.902408,0.00670813,1.06639,0.649682,,
17-Jun-2009,0.09518,0.900237,0.00674401,1.05596,0.65046,,
18-Jun-2009,0.0949335,0.902844,0.00677384,1.05267,0.648595,,
19-Jun-2009,0.0949208,0.903727,0.00671501,1.06615,0.64867,,
22-Jun-2009,0.0950669,0.900178,0.00676639,1.0677,0.649573,,
23-Jun-2009,0.09477,0.905284,0.00680304,1.05515,0.647649,,
24-Jun-2009,0.0943152,0.903922,0.00675321,1.0679,0.644324,,
25-Jun-2009,0.0949726,0.904646,0.00674591,1.0552,0.648957,,
26-Jun-2009,0.0943591,0.908821,0.00673284,1.06188,0.644737,,
29-Jun-2009,0.0944187,0.906785,0.00676488,1.06727,0.645031,,
30-Jun-2009,0.0942982,0.910563,0.00671429,1.06685,0.644236,,
1-Jul-2009,0.0946197,0.911291,0.00667861,1.0625,0.646489,,
2-Jul-2009,0.0946363,0.908199,0.00669343,1.05824,0.646451,,
3-Jul-2009,0.094746,0.906982,0.00675812,1.05608,0.647428,,
6-Jul-2009,0.0950247,0.902338,0.00680256,1.04642,0.649304,,
7-Jul-2009,0.0946615,0.906726,0.0067854,1.04863,0.646784,,
8-Jul-2009,0.0948405,0.900927,0.00685097,1.04085,0.648102,,
9-Jul-2009,0.0945087,0.903378,0.00692473,1.04479,0.645731,,
10-Jul-2009,0.0946517,0.89883,0.00694665,1.04716,0.646594,,
13-Jul-2009,0.0944186,0.901483,0.00696618,1.03817,0.645068,,
14-Jul-2009,0.0944209,0.902695,0.00693387,1.05206,0.645197,,
15-Jul-2009,0.0941771,0.906617,0.00687786,1.05475,0.643493,,
16-Jul-2009,0.0941216,0.908548,0.00681713,1.05637,0.642992,,
17-Jul-2009,0.0942783,0.907417,0.00687683,1.04846,0.644015,,
20-Jul-2009,0.0939098,0.912164,,1.0598,0.641601,,
21-Jul-2009,0.093967,0.912972,0.0068287,1.05297,0.641898,,
22-Jul-2009,0.093913,0.910367,0.00686107,1.05195,0.64151,,
23-Jul-2009,0.0939415,0.913055,0.00681195,1.05788,0.641686,,
24-Jul-2009,0.0939177,0.912843,0.00677536,1.05663,0.641627,,
27-Jul-2009,0.0938711,0.915057,0.0067611,1.05563,0.64129,,
28-Jul-2009,0.0938284,0.911996,0.00674179,1.05787,0.640942,,
29-Jul-2009,0.0942385,0.907989,0.00683419,1.05458,0.643781,,
30-Jul-2009,0.094347,0.906025,0.00678653,1.06308,0.64472,,
31-Jul-2009,0.0942257,0.910173,0.00675315,1.06648,0.643778,,
3-Aug-2009,0.0936069,0.914575,0.00675002,1.07673,0.639429,,
4-Aug-2009,0.09331,0.916743,0.00669329,1.07894,0.637335,,
5-Aug-2009,0.0933391,0.918727,0.00671118,1.08328,0.637562,,
6-Aug-2009,0.0934067,0.916813,0.00670525,1.08282,0.638005,,
7-Aug-2009,0.0935093,0.917151,0.00669621,1.06957,0.638818,,
10-Aug-2009,0.0941577,0.913941,0.00661728,1.07019,0.64353,,
11-Aug-2009,0.0942517,0.912615,0.00666214,1.06098,0.644229,,
12-Aug-2009,0.094186,0.912224,0.00673965,1.05952,0.643771,,
13-Aug-2009,0.0939116,0.917353,0.00667867,1.06696,0.64182,,
14-Aug-2009,0.0938044,0.91617,0.00672557,1.0607,0.640947,,
17-Aug-2009,0.0944248,0.907972,0.00682064,1.05044,0.645233,,
18-Aug-2009,0.0942324,0.908069,0.00679657,1.0603,0.643975,,
19-Aug-2009,0.0942004,0.908336,0.00680404,1.05522,0.643662,,
20-Aug-2009,0.0938789,0.913492,0.00679553,1.05652,0.641362,,
21-Aug-2009,0.0935348,0.915635,0.00680473,1.05908,0.638964,,
24-Aug-2009,0.0937455,0.917196,0.00676562,1.05641,0.640366,,
25-Aug-2009,0.0937833,0.917657,0.00681535,1.04809,0.640643,,
26-Aug-2009,0.093792,0.914309,0.00681618,1.04309,0.640721,,
27-Aug-2009,0.0938876,0.915207,0.0068311,1.03785,0.64144,,
28-Aug-2009,0.0936066,0.918459,0.00682045,1.04385,0.639417,,
31-Aug-2009,0.0934746,0.91133,0.00688828,,0.638544,,
1-Sep-2009,0.0937458,0.91661,0.00687818,1.03783,0.640359,,
2-Sep-2009,0.0938252,0.911468,0.00690186,1.04011,0.640976,,
3-Sep-2009,0.0935239,0.915769,0.00692503,1.04667,0.638834,,
4-Sep-2009,0.0936693,0.912561,0.00690764,1.04725,0.639855,,
7-Sep-2009,0.0934672,0.914867,0.00685376,1.04932,0.638428,,
8-Sep-2009,0.0929889,0.9192,0.00683653,1.05137,0.635114,,
9-Sep-2009,0.0930229,0.922542,0.00687747,1.04839,0.635272,,
10-Sep-2009,0.092855,0.922281,0.00687731,1.04865,0.634088,,
11-Sep-2009,0.0924564,0.921335,0.00690712,1.05404,0.631311,,
14-Sep-2009,0.0926661,0.921309,0.00699916,1.04596,0.632724,,
15-Sep-2009,0.0925887,0.923756,0.00694533,1.04243,0.632233,,
16-Sep-2009,0.0923125,0.924741,0.00692887,1.04103,0.630319,,
17-Sep-2009,0.0922626,0.926702,0.00691053,1.04172,0.629895,,
18-Sep-2009,0.0924441,0.928069,0.00692023,1.0329,0.631125,,
21-Sep-2009,0.0927695,0.928482,,1.02578,0.63343,,
22-Sep-2009,0.0922513,0.931103,,1.02932,0.629975,,
23-Sep-2009,0.0922651,0.931186,,1.03537,0.629903,,
24-Sep-2009,0.0923095,0.930811,0.00690501,1.02075,0.630289,,
25-Sep-2009,0.0924964,0.926601,0.00696395,1.01149,0.63163,,
28-Sep-2009,0.0926537,0.926803,0.0071162,1.0024,0.63263,,
29-Sep-2009,0.0928261,0.922248,0.00703542,1.01201,0.633891,,
30-Sep-2009,0.0924241,0.924213,0.0070309,1.01699,0.631164,,
1-Oct-2009,,0.92178,0.00705862,1.01295,0.634005,,
2-Oct-2009,,0.92181,0.00708506,1.00488,0.634113,,
5-Oct-2009,,0.924886,0.00704666,1.00892,0.63279,,
6-Oct-2009,,0.928165,0.00707588,1.0035,0.630461,,
7-Oct-2009,,0.92642,0.00709196,1.00151,0.630475,,
8-Oct-2009,,0.927984,0.0071067,1.01071,0.628588,,
9-Oct-2009,0.0922502,0.928943,0.00706045,1.0066,0.629792,,
12-Oct-2009,,0.931955,,0.99722,0.631192,,
13-Oct-2009,0.0922234,0.935851,0.0069941,0.995286,0.629609,,
14-Oct-2009,0.0918946,0.933567,0.00702525,1.00352,0.627355,,
15-Oct-2009,0.0918403,0.931922,0.00701304,1.02007,0.626966,,
16-Oct-2009,0.0919908,0.933804,0.00690892,1.02267,0.628021,,
19-Oct-2009,0.0918962,0.935987,0.00690232,1.02188,0.627421,,
20-Oct-2009,0.0916963,0.937241,0.0069252,1.02739,0.626038,,
21-Oct-2009,0.0917326,0.93455,0.00689717,1.03783,0.626332,,
22-Oct-2009,0.0917347,0.939437,0.00687099,1.03576,0.626291,,
23-Oct-2009,0.0916951,0.940324,0.00683086,1.02728,0.626048,,
26-Oct-2009,0.0917838,0.941241,0.0068216,1.02309,0.6267,,
27-Oct-2009,0.0921126,0.935548,0.00683156,1.03115,0.628982,,
28-Oct-2009,0.0922747,0.931572,0.00691255,1.02766,0.630079,,
29-Oct-2009,0.0922645,0.931685,0.00697705,1.03715,0.630028,,
30-Oct-2009,0.0921155,0.930882,0.00688306,1.03907,0.628974,,
2-Nov-2009,0.0920825,0.928801,0.0069862,1.02871,0.628758,,
3-Nov-2009,0.0924958,0.925729,,1.0281,0.631552,,
4-Nov-2009,0.0921673,0.928936,0.00697847,1.03957,0.629318,,
5-Nov-2009,0.0919081,0.932935,0.00693623,1.03566,0.627521,,
6-Nov-2009,0.0918418,0.931935,0.00691355,1.04136,0.627059,,
9-Nov-2009,0.0913943,0.934966,0.00692383,1.04803,0.623976,,
10-Nov-2009,0.0914527,0.934371,0.00694007,1.04088,0.624329,,
11-Nov-2009,0.0913674,0.937915,0.00696136,1.0394,0.623738,,
12-Nov-2009,0.0915887,0.93301,0.00695117,1.03605,0.625258,,
13-Nov-2009,0.0916419,0.930242,0.00693413,1.04499,0.625667,,
16-Nov-2009,0.0914555,0.934392,0.00697092,1.0426,0.624385,,
17-Nov-2009,0.0914974,0.929185,0.00701473,1.04825,0.624662,,
18-Nov-2009,0.0913368,0.932722,0.00698714,1.0479,0.623602,,
19-Nov-2009,0.0916465,0.929988,0.00700601,1.04043,0.625707,,
20-Nov-2009,0.0916982,0.927563,0.00704271,1.03312,0.626097,,
23-Nov-2009,0.0913798,0.933901,,1.03629,0.623932,,
24-Nov-2009,0.0914444,0.934584,0.00702459,1.03254,0.624346,,
25-Nov-2009,0.0909484,0.936579,0.0070283,1.03748,0.62095,,
26-Nov-2009,0.0908998,0.935238,0.00710424,1.02696,0.620555,,
27-Nov-2009,0.0913442,0.930283,0.00725114,1.02108,0.623598,,
30-Nov-2009,0.0909667,0.933,0.00715905,1.02305,0.621048,,
1-Dec-2009,0.0909149,0.935607,0.00714242,1.02809,0.620676,,
2-Dec-2009,0.0908601,0.936009,0.0071297,1.03476,0.620284,,
3-Dec-2009,0.0908773,0.938074,0.00707433,1.03238,0.620419,,
4-Dec-2009,0.0910773,0.936933,0.00704992,1.03512,0.621803,,
7-Dec-2009,0.0920818,0.929682,0.00698573,1.02751,0.628716,,
8-Dec-2009,0.0919296,0.927317,0.00705245,1.02247,0.627668,,
9-Dec-2009,0.0919376,0.927048,0.00710114,1.0241,0.627741,,
10-Dec-2009,0.092017,0.92542,0.00715145,1.02443,0.628255,,
11-Dec-2009,0.0920285,0.927246,0.00708152,1.02338,0.628343,,
14-Dec-2009,0.0923281,0.923357,0.00712324,1.02309,0.630407,,
15-Dec-2009,0.092649,0.919848,0.00713178,1.02676,0.632589,,
16-Dec-2009,0.0925464,0.920057,0.00705253,1.03393,0.631907,,
17-Dec-2009,0.0932319,0.913071,0.00706545,1.02702,0.636597,,
18-Dec-2009,0.0932021,0.912437,0.00709895,1.03075,0.636421,,
21-Dec-2009,,0.915815,0.00705087,1.02768,0.637399,,
22-Dec-2009,0.0936636,0.913259,0.00699991,1.02467,0.639582,,
23-Dec-2009,0.0938291,0.914708,,1.02203,0.640731,,
24-Dec-2009,0.0933575,0.917861,0.00695421,1.01999,0.637492,,
28-Dec-2009,0.0934336,0.919015,0.00696868,,0.637983,,
29-Dec-2009,0.0933217,0.919698,0.00694668,1.01955,0.637219,,
30-Dec-2009,0.0937583,0.917933,0.00695427,1.01486,0.64021,,
31-Dec-2009,0.0934186,0.918931,,1.03305,0.637881,,
4-Jan-2010,0.0934632,0.918271,0.00685842,1.03531,0.638176,,
5-Jan-2010,0.0934327,0.921313,0.00695302,1.0216,0.63794,,
6-Jan-2010,0.0936668,0.917724,0.00698176,1.02222,0.639529,,
7-Jan-2010,0.0938087,0.916154,0.00694672,1.01914,0.640488,,
8-Jan-2010,0.0938622,0.914731,0.00686905,1.02586,0.640882,,
11-Jan-2010,0.0931131,0.923589,,1.02836,0.63573,,
12-Jan-2010,0.0931684,0.921134,0.00689537,1.02673,0.636098,,
13-Jan-2010,0.0928802,0.92347,0.00695919,1.03216,0.634121,,
14-Jan-2010,0.0930846,0.920595,0.00692651,1.03397,0.635507,,
15-Jan-2010,0.0932204,0.914797,0.006986,1.03661,0.636425,,
18-Jan-2010,,0.914054,0.00699812,1.03924,0.636129,,
19-Jan-2010,0.0933987,0.910476,0.00704567,1.04176,0.637633,,
20-Jan-2010,0.0938044,0.905057,0.00702612,1.0423,0.640431,,
21-Jan-2010,0.0941944,0.904433,0.0070244,1.03877,0.643084,,
22-Jan-2010,0.0938381,0.905547,0.0071222,1.03637,0.640642,,
25-Jan-2010,0.0937295,0.90551,0.0071028,1.0333,0.639891,,
26-Jan-2010,0.093895,0.902865,0.00709084,1.03312,0.641012,,
27-Jan-2010,0.0938279,0.9014,0.0071812,1.03938,0.640563,,
28-Jan-2010,0.0941007,0.899345,0.00711366,1.04357,0.642435,,
29-Jan-2010,0.0942465,0.898602,0.00716106,1.03835,0.643421,,
1-Feb-2010,0.0945522,0.898108,0.00715651,1.02502,0.645517,,
2-Feb-2010,0.0944457,0.898644,0.00709965,1.0278,0.64479,,
3-Feb-2010,0.0942727,0.899996,0.00711936,1.02846,0.64359,,
4-Feb-2010,0.09481,0.896272,0.00712066,1.02385,0.647268,,
5-Feb-2010,0.095023,0.888191,0.00723476,1.01989,0.648741,,
8-Feb-2010,0.0951874,0.888701,0.00726927,1.01185,0.649873,,
9-Feb-2010,0.0951055,0.89343,0.00726443,1.01154,0.649295,,
10-Feb-2010,0.0948832,0.890019,0.00721334,1.01426,0.647758,,
11-Feb-2010,0.095005,0.889748,,1.01395,0.648599,,
12-Feb-2010,0.0955665,0.885468,0.00727501,1.01876,0.652423,,
15-Feb-2010,,0.885263,0.00721519,1.02176,0.650594,,
16-Feb-2010,,0.8875,0.00724088,1.02073,0.650231,,
17-Feb-2010,,0.891075,0.00718764,1.02357,0.649188,,
18-Feb-2010,,0.88597,0.00716988,1.01834,0.653033,,
19-Feb-2010,,0.8867,0.00713702,1.00902,0.655892,,
22-Feb-2010,0.0956797,0.890071,0.00712806,1.01065,0.653215,,
23-Feb-2010,0.0957724,0.887716,0.00717715,1.00737,0.653838,,
24-Feb-2010,0.095643,0.88457,0.00723666,1.00876,0.652964,,
25-Feb-2010,0.0957765,0.882,0.00729354,1.00081,0.653866,,
26-Feb-2010,0.0955768,0.885433,0.00731085,0.99329,0.652493,,
1-Mar-2010,0.0958845,0.885313,0.00735478,0.973746,0.654575,,
2-Mar-2010,0.0958196,0.88623,0.00732521,0.979249,0.654141,,
3-Mar-2010,0.0954477,0.888824,0.00734592,0.980763,0.651583,,
4-Mar-2010,0.0952996,0.88919,0.00735515,0.980398,0.650563,,
5-Mar-2010,0.0956939,0.887263,0.00731948,0.982378,0.653264,,
8-Mar-2010,0.0956445,0.892029,0.00722025,0.986964,0.652927,,
9-Mar-2010,0.0958707,0.887253,0.00727179,0.978943,0.654461,,
10-Mar-2010,0.0958293,0.890324,0.00726693,0.977132,0.654169,,
11-Mar-2010,0.0957195,0.892362,0.00722399,0.982271,0.65341,,
12-Mar-2010,0.0952945,0.895412,0.00717752,0.986222,0.650499,,
15-Mar-2010,0.0955478,0.893866,0.00719095,0.981133,0.652219,,
16-Mar-2010,0.0955009,0.894627,0.00722347,0.986808,0.651918,,
17-Mar-2010,0.0952288,0.89421,0.00718844,0.996723,0.650051,,
18-Mar-2010,0.0954763,0.890277,0.0072279,0.995403,0.65174,,
19-Mar-2010,0.0958515,0.886461,0.00723315,0.991608,0.654311,,
22-Mar-2010,0.0961042,0.88376,,0.982888,0.656046,,
23-Mar-2010,0.0961332,0.887163,0.00726726,0.98376,0.656234,,
24-Mar-2010,0.0966438,0.879947,0.00729385,0.986823,0.659729,,
25-Mar-2010,0.0967259,0.881909,0.00719134,0.986568,0.660309,,
26-Mar-2010,0.0967647,0.88209,0.00714155,0.982236,0.660593,,
29-Mar-2010,0.0964502,0.886967,0.00710661,0.985731,0.658427,,
30-Mar-2010,0.0964041,0.887241,0.00713922,0.992733,0.658093,,
31-Mar-2010,0.0964881,0.887804,0.00706335,0.997865,0.658657,,
1-Apr-2010,0.0963947,0.886194,0.00704497,1.00227,0.658,,
2-Apr-2010,0.09658,,0.00703205,,0.659255,,
5-Apr-2010,,,0.00697806,,0.658729,,
6-Apr-2010,0.096711,0.884336,0.00701838,1.00191,0.660149,,
7-Apr-2010,0.0968836,0.882198,0.00705406,1.00223,0.661318,,
8-Apr-2010,0.0968004,0.878533,0.00707668,1.00579,0.66075,,
9-Apr-2010,0.0965964,0.882497,0.00704828,1.01272,0.659367,,
12-Apr-2010,0.0960519,0.890688,0.00703855,1.0112,0.655641,,
13-Apr-2010,0.0959911,0.890006,0.00706301,1.0105,0.655235,,
14-Apr-2010,0.0960093,0.892285,0.00702884,1.01058,0.655369,,
15-Apr-2010,0.0961443,0.888867,0.00702656,1.01146,0.656281,,
16-Apr-2010,0.0961003,0.887882,0.00707572,1.01409,0.65599,,
19-Apr-2010,0.0963535,0.88346,0.00714223,1.00172,0.657728,,
20-Apr-2010,0.0961859,0.885483,0.00709065,1.01161,0.656594,,
21-Apr-2010,0.0965368,0.881279,0.00707232,1.01374,0.658999,,
22-Apr-2010,0.0966532,0.880086,0.00710591,1.01613,0.659784,,
23-Apr-2010,0.0968283,0.879842,0.00707697,1.01568,0.660989,,
26-Apr-2010,0.0968252,0.880462,0.00701431,1.02052,0.660958,,
27-Apr-2010,0.0968502,0.878627,0.00704743,1.01435,0.661119,,
28-Apr-2010,0.0972379,0.879183,0.00712598,1.00816,0.663785,,
29-Apr-2010,0.0971178,0.87884,,1.00998,0.662975,,
30-Apr-2010,0.096943,0.881136,0.00703553,1.01435,0.661762,,
3-May-2010,,0.879925,,,0.664696,,
4-May-2010,0.0975638,0.871752,,1.01148,0.666019,,
5-May-2010,0.0980745,0.865294,,1.0146,0.669525,,
6-May-2010,0.0984176,0.855111,0.00715916,1.01253,0.671887,,
7-May-2010,0.0984134,0.856376,0.00731893,0.989004,0.671878,,
10-May-2010,0.0978128,0.866015,0.00720343,1.00217,0.667758,,
11-May-2010,0.0986884,0.855523,0.00726803,0.993843,0.673746,,
12-May-2010,0.0987194,0.854995,0.00726258,1.00455,0.673967,,
13-May-2010,0.0989918,0.850676,0.00725147,0.998144,0.675837,,
14-May-2010,0.0994138,0.847867,0.00731782,0.987346,0.678728,,
17-May-2010,0.0999076,0.842349,0.00740227,0.98191,0.682119,,
18-May-2010,0.0996857,0.845867,0.00735958,0.982398,0.680614,,
19-May-2010,0.100179,0.83927,0.00744289,0.974224,0.684002,,
20-May-2010,0.099714,0.83972,0.00742439,0.97459,0.680817,,
21-May-2010,0.0990238,0.844916,0.00750383,0.970399,0.676095,,
24-May-2010,0.0993901,0.838757,0.00751918,0.974885,0.678606,,
25-May-2010,0.0998199,0.833071,0.00756448,0.975994,0.68156,,
26-May-2010,0.0995564,0.83673,0.00753626,0.980026,0.679771,,
27-May-2010,0.0995397,0.832932,0.00754934,0.990275,0.679667,,
28-May-2010,0.0993387,0.839976,0.00742908,0.988925,0.678275,,
1-Jun-2010,0.100109,0.830836,0.00751136,0.991398,0.683534,,
2-Jun-2010,0.0999092,0.8335,0.0074597,1.00057,0.68219,,
3-Jun-2010,0.0999512,0.837251,0.00740203,1.00145,0.682467,,
4-Jun-2010,0.100183,0.824976,0.00737531,1.00263,0.68406,,
7-Jun-2010,0.100708,0.822375,0.00753602,0.997316,0.687662,,
8-Jun-2010,0.10084,0.822301,0.00750086,0.993137,0.688579,,
9-Jun-2010,0.100654,0.825432,0.00751133,0.996085,0.687287,,
10-Jun-2010,0.100353,0.825344,0.00751334,1.00124,0.685217,,
11-Jun-2010,0.100156,0.829311,0.00746893,1.00116,0.683855,,
14-Jun-2010,,0.834926,0.00741868,1.00397,0.681628,,
