"SDRs per currency unit for the period  January 01, 1994 - August 06, 2024",,,,,,,
,,,,,,,
Date,Chinese yuan   (CNY)                     ,Euro   (EUR)                     ,Japanese yen   (JPY)                     ,U.K. pound   (GBP)                     ,U.S. dollar   (USD)                     ,,
3-Jan-1994,,,,,0.730116,,
4-Jan-1994,,,0.00646137,1.08302,0.730781,,
5-Jan-1994,,,0.00644055,1.08354,0.72907,,
6-Jan-1994,,,0.00647034,1.08332,0.729854,,
7-Jan-1994,,,0.00647892,1.08185,0.729203,,
10-Jan-1994,,,0.0065078,1.08542,0.727247,,
11-Jan-1994,,,0.00649162,1.08683,0.729658,,
12-Jan-1994,,,0.00649766,1.09137,0.729037,,
13-Jan-1994,,,0.00649053,1.09238,0.728887,,
14-Jan-1994,,,0.00652322,1.08714,0.728644,,
17-Jan-1994,,,0.00654845,1.08853,0.728843,,
18-Jan-1994,,,0.00656503,1.08882,0.728062,,
19-Jan-1994,,,0.00655108,1.08436,0.72717,,
20-Jan-1994,,,0.00654459,1.08791,0.729067,,
21-Jan-1994,,,0.0065181,1.08843,0.725139,,
24-Jan-1994,,,0.00650571,1.09024,0.729941,,
25-Jan-1994,,,0.00652896,1.08812,0.728958,,
26-Jan-1994,,,0.00659224,1.088,0.727124,,
27-Jan-1994,,,0.00662042,1.08419,0.725598,,
28-Jan-1994,,,0.00665629,1.08495,0.723539,,
31-Jan-1994,0.083251,,0.00659039,1.08505,0.724284,,
1-Feb-1994,,,0.00667153,1.08568,0.72186,,
2-Feb-1994,,,0.00666129,1.08047,0.721418,,
3-Feb-1994,,,0.00666911,1.08137,0.722598,,
4-Feb-1994,,,0.00667041,1.07765,0.723739,,
7-Feb-1994,,,0.00666759,1.07707,0.726767,,
8-Feb-1994,,,0.00669948,1.0729,0.726894,,
9-Feb-1994,,,0.00672432,1.06102,0.726227,,
10-Feb-1994,,,0.00672133,1.06142,0.727248,,
11-Feb-1994,,,,1.0607,0.72576,,
14-Feb-1994,,,0.00678084,1.05678,0.720125,,
15-Feb-1994,,,0.00700596,1.05482,0.716009,,
16-Feb-1994,,,0.00690571,1.0562,0.715777,,
17-Feb-1994,,,0.00690842,1.05762,0.716058,,
18-Feb-1994,,,0.00685452,1.05962,0.716297,,
21-Feb-1994,,,0.00684703,1.06108,0.719623,,
22-Feb-1994,,,0.00678232,1.06092,0.718926,,
23-Feb-1994,,,0.00684586,1.06155,0.718815,,
24-Feb-1994,,,0.00681276,1.06281,0.719427,,
25-Feb-1994,,,0.00683025,1.06113,0.716493,,
28-Feb-1994,0.0820997,,0.00686169,1.06268,0.714645,,
1-Mar-1994,,,0.00680365,1.06212,0.713023,,
2-Mar-1994,,,0.00680831,1.06277,0.710788,,
3-Mar-1994,,,0.00686427,1.06454,0.713884,,
4-Mar-1994,,,0.00681619,1.06732,0.7157,,
7-Mar-1994,,,0.0067886,1.06808,0.717555,,
8-Mar-1994,,,0.00678798,1.06646,0.716132,,
9-Mar-1994,,,0.00680027,1.06679,0.715388,,
10-Mar-1994,,,0.00677299,1.07045,0.713873,,
11-Mar-1994,,,0.00678004,1.06586,0.711904,,
14-Mar-1994,,,0.00676126,1.0664,0.713313,,
15-Mar-1994,,,0.00672978,1.06677,0.715376,,
16-Mar-1994,,,0.00675261,1.06336,0.715439,,
17-Mar-1994,,,0.00675612,1.06583,0.714122,,
18-Mar-1994,,,0.00675196,1.06475,0.714695,,
21-Mar-1994,,,,1.06173,0.716032,,
22-Mar-1994,,,0.00673346,1.0617,0.714083,,
23-Mar-1994,,,0.00674322,1.06345,0.715119,,
24-Mar-1994,,,0.00670598,1.06621,0.714187,,
25-Mar-1994,,,0.00673531,1.06319,0.708891,,
28-Mar-1994,,,0.00678495,1.06324,0.710724,,
29-Mar-1994,,,0.00682132,1.05861,0.708053,,
30-Mar-1994,,,0.00687357,1.04814,0.709352,,
31-Mar-1994,0.0813603,,0.00686298,1.04927,0.707916,,
1-Apr-1994,,,0.00691586,,0.712334,,
4-Apr-1994,,,0.00684834,,0.712227,,
5-Apr-1994,,,0.00690074,1.04443,0.711466,,
6-Apr-1994,,,0.00685774,1.0523,0.716291,,
7-Apr-1994,,,0.00685144,1.05133,0.71529,,
8-Apr-1994,,,0.00682369,1.05833,0.716829,,
11-Apr-1994,,,0.00682584,1.05298,0.713642,,
12-Apr-1994,,,0.00692394,1.05134,0.715589,,
13-Apr-1994,,,0.00689444,1.05384,0.714953,,
14-Apr-1994,,,0.00692556,1.05342,0.714718,,
15-Apr-1994,,,0.00685689,1.05373,0.714831,,
18-Apr-1994,,,0.00691904,1.05201,0.714391,,
19-Apr-1994,,,0.00690516,1.05194,0.711922,,
20-Apr-1994,,,0.00689519,1.05587,0.712273,,
21-Apr-1994,,,0.00689824,1.06089,0.709484,,
22-Apr-1994,,,0.00686705,1.06006,0.711976,,
25-Apr-1994,,,0.00688799,1.05907,0.709119,,
26-Apr-1994,,,0.00687972,1.05808,0.709643,,
27-Apr-1994,,,0.00689018,1.06554,0.707621,,
28-Apr-1994,,,0.00689443,1.0627,0.706679,,
29-Apr-1994,0.0809515,,,1.062,0.703541,,
2-May-1994,,,0.00691196,,0.70191,,
3-May-1994,,,,1.05943,0.701053,,
4-May-1994,,,,1.05832,0.701573,,
5-May-1994,,,,1.05822,0.707365,,
6-May-1994,,,0.00686861,1.0578,0.707467,,
9-May-1994,,,0.00688377,1.05521,0.705449,,
10-May-1994,,,0.00686973,1.05833,0.707582,,
11-May-1994,,,0.00681899,1.05784,0.710198,,
12-May-1994,,,0.00681403,1.06344,0.709341,,
13-May-1994,,,0.00679899,1.06412,0.710834,,
16-May-1994,,,0.00676365,1.06614,0.710521,,
17-May-1994,,,0.00678419,1.06816,0.710305,,
18-May-1994,,,0.00677577,1.06527,0.707729,,
19-May-1994,,,0.00681526,1.06453,0.706061,,
20-May-1994,,,0.00677518,1.06593,0.70699,,
23-May-1994,,,0.00677771,1.06449,0.705898,,
24-May-1994,,,0.00677039,1.06284,0.70649,,
25-May-1994,,,0.00676182,1.06568,0.707624,,
26-May-1994,,,0.00676108,1.06406,0.705519,,
27-May-1994,,,0.00675882,1.06596,0.706635,,
30-May-1994,,,0.00675958,,0.7057,,
31-May-1994,0.0810977,,0.00675361,1.06552,0.70555,,
1-Jun-1994,,,0.00673737,1.06835,0.70574,,
2-Jun-1994,,,0.00676228,1.07026,0.706253,,
3-Jun-1994,,,0.00675619,1.06763,0.709062,,
6-Jun-1994,,,0.00674337,1.07067,0.710279,,
7-Jun-1994,,,0.0067523,1.06892,0.710342,,
8-Jun-1994,,,0.0067835,1.06845,0.707723,,
9-Jun-1994,,,0.00680193,1.06778,0.708217,,
10-Jun-1994,,,0.00680138,1.06572,0.708024,,
13-Jun-1994,,,0.00680432,1.06767,0.705336,,
14-Jun-1994,,,0.00681731,1.0685,0.702865,,
15-Jun-1994,,,0.00682111,1.0684,0.702574,,
16-Jun-1994,,,0.00681187,1.06707,0.701282,,
17-Jun-1994,,,0.0068029,1.06678,0.70308,,
20-Jun-1994,,,0.00678299,1.07038,0.696274,,
21-Jun-1994,,,0.0068145,1.06956,0.69542,,
22-Jun-1994,,,0.00685402,1.0653,0.693284,,
23-Jun-1994,,,0.0068569,1.06487,0.695632,,
24-Jun-1994,,,0.00684593,1.0703,0.692124,,
27-Jun-1994,,,0.0068929,1.07309,0.68929,,
28-Jun-1994,,,0.00691332,1.06838,0.691332,,
29-Jun-1994,,,0.00694927,1.06769,0.689368,,
30-Jun-1994,0.079552,,0.00697054,1.0634,0.690432,,
1-Jul-1994,,,0.00707048,1.06128,0.6922,,
4-Jul-1994,,,0.00701299,1.06277,0.69078,,
5-Jul-1994,,,0.00693853,1.06312,0.688996,,
6-Jul-1994,,,0.00695291,1.05997,0.6866,,
7-Jul-1994,,,0.00695234,1.06099,0.688282,,
8-Jul-1994,,,0.00697945,1.05934,0.687127,,
11-Jul-1994,,,0.00693774,1.06334,0.68198,,
12-Jul-1994,,,0.00696987,1.0652,0.678168,,
13-Jul-1994,,,0.006971,1.06531,0.678975,,
14-Jul-1994,,,0.0069426,1.066,0.68211,,
15-Jul-1994,,,0.00695602,1.06424,0.683429,,
18-Jul-1994,,,0.00694605,1.06558,0.681755,,
19-Jul-1994,,,0.00693517,1.06648,0.682767,,
20-Jul-1994,,,0.00694013,1.06264,0.688461,,
21-Jul-1994,,,0.00693978,1.05977,0.684609,,
22-Jul-1994,,,0.00696477,1.05289,0.690557,,
25-Jul-1994,,,0.00699915,1.05722,0.689416,,
26-Jul-1994,,,0.00698802,1.05099,0.689718,,
27-Jul-1994,,,0.0070085,1.05118,0.687183,,
28-Jul-1994,,,0.0069767,1.05343,0.686856,,
29-Jul-1994,0.0798332,,0.00694609,1.05753,0.692872,,
1-Aug-1994,,,0.00695034,1.05944,0.686346,,
2-Aug-1994,,,0.00692443,1.06172,0.688981,,
3-Aug-1994,,,0.00689751,1.06194,0.69182,,
4-Aug-1994,,,0.00688515,1.06167,0.688859,,
5-Aug-1994,,,0.00688195,1.06355,0.692187,,
8-Aug-1994,,,0.00688834,1.0665,0.691589,,
9-Aug-1994,,,0.00683235,1.06449,0.6928,,
10-Aug-1994,,,0.00683258,1.06346,0.691457,,
11-Aug-1994,,,0.00682981,1.06373,0.69186,,
12-Aug-1994,,,0.00684371,1.06192,0.686082,,
15-Aug-1994,,,0.00685719,1.06034,0.686748,,
16-Aug-1994,,,0.00686821,1.05895,0.687989,,
17-Aug-1994,,,0.00682811,1.05822,0.688273,,
18-Aug-1994,,,0.00686667,1.05794,0.685637,,
19-Aug-1994,,,0.00690348,1.05558,0.681373,,
22-Aug-1994,,,0.00691991,1.05285,0.680573,,
23-Aug-1994,,,0.00693647,1.05799,0.680815,,
24-Aug-1994,,,0.00698318,1.05934,0.682257,,
25-Aug-1994,,,0.00690204,1.06091,0.684682,,
26-Aug-1994,,,0.00685315,1.06232,0.683602,,
29-Aug-1994,,,0.0068717,,0.689919,,
30-Aug-1994,,,0.0068984,1.05856,0.68984,,
31-Aug-1994,,,0.00693872,1.05961,0.69075,,
1-Sep-1994,,,0.00689041,1.0603,0.690075,,
2-Sep-1994,,,0.00690948,1.06252,0.688875,,
5-Sep-1994,,,0.00690707,1.06066,0.685181,,
6-Sep-1994,,,0.00690916,1.05709,0.683316,,
7-Sep-1994,,,0.00690234,1.05808,0.682987,,
8-Sep-1994,,,0.00689279,1.05836,0.684799,,
9-Sep-1994,,,0.00689523,1.05832,0.68642,,
12-Sep-1994,,,0.00689371,1.06378,0.681995,,
13-Sep-1994,,,0.0068924,1.07026,0.682348,,
14-Sep-1994,,,0.00690554,1.06742,0.680886,,
15-Sep-1994,,,,1.06895,0.683038,,
16-Sep-1994,,,0.00688389,1.07035,0.683364,,
19-Sep-1994,,,0.00690839,1.07318,0.681513,,
20-Sep-1994,,,0.00693108,1.07288,0.682711,,
21-Sep-1994,,,0.00695758,1.07383,0.681147,,
22-Sep-1994,,,0.00694604,1.07437,0.681059,,
23-Sep-1994,,,,1.07319,0.680742,,
26-Sep-1994,,,0.00697381,1.07464,0.682178,,
27-Sep-1994,,,0.00693134,1.07436,0.682044,,
28-Sep-1994,,,0.00695129,1.076,0.681574,,
29-Sep-1994,,,0.00690862,1.07466,0.682019,,
30-Sep-1994,0.0785213,,0.00692215,1.07654,0.681486,,
3-Oct-1994,,,0.00687785,1.07893,0.685034,,
4-Oct-1994,,,0.00686988,1.08001,0.683553,,
5-Oct-1994,,,0.00685581,1.08278,0.682839,,
6-Oct-1994,,,0.00685968,1.08283,0.682744,,
7-Oct-1994,,,0.00682499,1.0862,0.682499,,
10-Oct-1994,,,,1.08487,0.685066,,
11-Oct-1994,,,0.00680217,1.08449,0.684094,,
12-Oct-1994,,,0.00681485,1.07958,0.682848,,
13-Oct-1994,,,0.00682879,1.08039,0.682538,,
14-Oct-1994,,,0.00686094,1.07977,0.678547,,
17-Oct-1994,,,0.00687565,1.08309,0.673814,,
18-Oct-1994,,,0.00688172,1.08637,0.67372,,
19-Oct-1994,,,0.0068845,1.08821,0.672271,,
20-Oct-1994,,,0.00689439,1.08973,0.672548,,
21-Oct-1994,,,0.00691715,1.09215,0.66958,,
24-Oct-1994,,,0.00689616,1.09371,0.671686,,
25-Oct-1994,,,0.00690089,1.09573,0.668696,,
26-Oct-1994,,,0.00691159,1.09637,0.67077,,
27-Oct-1994,,,0.00691486,1.09651,0.669704,,
28-Oct-1994,,,0.00690526,1.09627,0.670501,,
31-Oct-1994,0.0776138,,0.00691733,1.0926,0.67361,,
1-Nov-1994,,,0.00692205,1.09745,0.670401,,
2-Nov-1994,,,0.0069442,1.09654,0.669768,,
3-Nov-1994,,,,1.09409,0.674697,,
4-Nov-1994,,,0.0069232,1.08861,0.676743,,
7-Nov-1994,,,0.00692484,1.08974,0.674133,,
8-Nov-1994,,,0.0069248,1.08841,0.673645,,
9-Nov-1994,,,0.00699504,1.08675,0.677819,,
10-Nov-1994,,,0.00692812,1.08808,0.676877,,
11-Nov-1994,,,0.00693408,1.08518,0.67739,,
14-Nov-1994,,,0.00694272,1.08237,0.680734,,
15-Nov-1994,,,0.00692677,1.08098,0.680417,,
16-Nov-1994,,,0.00692959,1.07524,0.683258,,
17-Nov-1994,,,0.00695002,1.07328,0.681797,,
18-Nov-1994,,,0.00695121,1.07176,0.683304,,
21-Nov-1994,,,0.0069391,1.07234,0.684195,,
22-Nov-1994,,,0.00695073,1.07061,0.682701,,
23-Nov-1994,,,0.00693839,1.07321,0.681489,,
24-Nov-1994,,,0.00695227,1.06836,0.684103,,
25-Nov-1994,,,0.00695169,1.07019,0.684046,,
28-Nov-1994,,,0.00693681,1.0709,0.685287,,
29-Nov-1994,,,0.00694889,1.07276,0.684813,,
30-Nov-1994,0.0790948,,0.00693959,1.0726,0.686464,,
1-Dec-1994,,,0.0069332,1.07537,0.68604,,
2-Dec-1994,,,0.00691743,1.07785,0.688284,,
5-Dec-1994,,,0.0068578,1.07549,0.689552,,
6-Dec-1994,,,0.00684732,1.07402,0.687813,,
7-Dec-1994,,,0.00689017,1.07698,0.687639,,
8-Dec-1994,,,0.00689875,1.07837,0.689185,,
9-Dec-1994,,,0.00687436,1.07582,0.689498,,
12-Dec-1994,,,0.00687031,1.07588,0.689092,,
13-Dec-1994,,,0.00688835,1.0765,0.689179,,
14-Dec-1994,,,0.00686237,1.0764,0.688982,,
15-Dec-1994,,,0.00687304,1.07508,0.689022,,
16-Dec-1994,,,0.00686554,1.07662,0.688682,,
19-Dec-1994,,,0.00686854,1.07508,0.689464,,
20-Dec-1994,,,0.00687826,1.07504,0.688995,,
21-Dec-1994,,,0.00686834,1.07387,0.688688,,
22-Dec-1994,,,0.00686856,1.06995,0.69029,,
23-Dec-1994,,,,1.06789,0.689853,,
27-Dec-1994,,,0.00687359,,0.690452,,
28-Dec-1994,,,0.00687052,1.06765,0.690144,,
29-Dec-1994,,,0.00688632,1.06725,0.68691,,
30-Dec-1994,0.0811019,,0.00686789,1.07032,0.685003,,
2-Jan-1995,,,,,0.673944,,
3-Jan-1995,,,,1.07282,0.686959,,
4-Jan-1995,,,0.00682053,1.07477,0.688737,,
5-Jan-1995,,,0.00681095,1.07382,0.687906,,
6-Jan-1995,,,0.00680596,1.07491,0.687062,,
9-Jan-1995,,,0.00681205,1.0695,0.688358,,
10-Jan-1995,,,0.00683248,1.06936,0.684478,,
11-Jan-1995,,,0.00684687,1.06856,0.68366,,
12-Jan-1995,,,0.0068365,1.06547,0.68365,,
13-Jan-1995,,,0.00688564,1.06895,0.680646,,
16-Jan-1995,,,,1.0699,0.681597,,
17-Jan-1995,,,0.00687808,1.06756,0.68093,,
18-Jan-1995,,,0.00688162,1.07249,0.68073,,
19-Jan-1995,,,0.0068686,1.07196,0.683082,,
20-Jan-1995,,,0.00684839,1.07624,0.679018,,
23-Jan-1995,,,0.00680918,1.0792,0.680237,,
24-Jan-1995,,,0.00679928,1.08516,0.678228,,
25-Jan-1995,,,0.00680487,1.08388,0.677765,,
26-Jan-1995,,,0.00682339,1.08254,0.679132,,
27-Jan-1995,,,0.00683901,1.07945,0.679114,,
30-Jan-1995,,,0.00684166,1.07709,0.678351,,
31-Jan-1995,0.0802503,,0.00687148,1.07875,0.677184,,
1-Feb-1995,,,0.00685486,1.07616,0.68103,,
2-Feb-1995,,,0.00685145,1.07732,0.680555,,
3-Feb-1995,,,0.00683541,1.07173,0.680465,,
6-Feb-1995,,,0.00684518,1.06409,0.682328,,
7-Feb-1995,,,0.00687827,1.0638,0.682668,,
8-Feb-1995,,,0.00686866,1.0586,0.682745,,
9-Feb-1995,,,0.00690297,1.05964,0.682013,,
10-Feb-1995,,,0.00690245,1.06126,0.681824,,
13-Feb-1995,,,0.00688024,1.06283,0.679561,,
14-Feb-1995,,,0.00690065,1.05782,0.680404,,
15-Feb-1995,,,0.00688,1.06029,0.678024,,
16-Feb-1995,,,0.00688295,1.06077,0.675217,,
17-Feb-1995,,,0.00689692,1.06113,0.67245,,
20-Feb-1995,,,0.00691848,1.06246,0.670747,,
21-Feb-1995,,,0.00689082,1.0597,0.670821,,
22-Feb-1995,,,0.00691049,1.06175,0.671354,,
23-Feb-1995,,,0.00690198,1.06579,0.670182,,
24-Feb-1995,,,0.00693372,1.06478,0.669797,,
27-Feb-1995,,,0.00689203,1.05781,0.668527,,
28-Feb-1995,0.0793689,,0.00689507,1.05661,0.669167,,
1-Mar-1995,,,0.00693947,1.05873,0.669659,,
2-Mar-1995,,,0.00692191,1.06161,0.66831,,
3-Mar-1995,,,0.00695769,1.068,0.663764,,
6-Mar-1995,,,0.00698439,1.07584,0.652342,,
7-Mar-1995,,,0.00701564,1.0569,0.651402,,
8-Mar-1995,,,0.0072269,1.05694,0.644278,,
9-Mar-1995,,,0.00713909,1.04918,0.650371,,
10-Mar-1995,,,0.00717572,1.04422,0.654067,,
13-Mar-1995,,,0.00722643,1.03119,0.651824,,
14-Mar-1995,,,0.00720215,1.0368,0.653595,,
15-Mar-1995,,,0.00720951,1.03358,0.6521,,
16-Mar-1995,,,0.00722704,1.03501,0.648627,,
17-Mar-1995,,,0.00720709,1.03056,0.648638,,
20-Mar-1995,,,0.00726681,1.02995,0.650016,,
21-Mar-1995,,,,1.02542,0.647771,,
22-Mar-1995,,,0.00729796,1.03003,0.649737,,
23-Mar-1995,,,0.00729307,1.02824,0.646895,,
24-Mar-1995,,,0.00731149,1.03395,0.647432,,
27-Mar-1995,,,0.00733776,1.03588,0.650272,,
28-Mar-1995,,,0.00722423,1.03663,0.647652,,
29-Mar-1995,,,0.00726267,1.0363,0.642746,,
30-Mar-1995,,,0.00727937,1.03633,0.642404,,
31-Mar-1995,0.0760492,,0.00717203,1.03364,0.640821,,
3-Apr-1995,,,0.007321,1.03292,0.638391,,
4-Apr-1995,,,0.00742583,1.02971,0.638621,,
5-Apr-1995,,,0.00737074,1.02785,0.636832,,
6-Apr-1995,,,0.0073912,1.02279,0.636382,,
7-Apr-1995,,,0.00749819,1.02003,0.634347,,
10-Apr-1995,,,0.00765923,1.01606,0.635716,,
11-Apr-1995,,,0.00757882,1.01865,0.639652,,
12-Apr-1995,,,0.00765783,1.01567,0.638663,,
13-Apr-1995,,,0.00763107,1.01718,0.636813,,
14-Apr-1995,,,0.007581,,0.635288,,
17-Apr-1995,,,0.00764804,,0.629434,,
18-Apr-1995,,,0.00767214,1.01624,0.627581,,
19-Apr-1995,,,0.00781775,1.01302,0.627765,,
20-Apr-1995,,,0.00774446,1.01977,0.631948,,
21-Apr-1995,,,0.00762675,1.01872,0.635308,,
24-Apr-1995,,,0.00767302,1.02205,0.631873,,
25-Apr-1995,,,0.00757406,1.01641,0.630919,,
26-Apr-1995,,,0.0076827,1.02011,0.634591,,
27-Apr-1995,,,0.00756386,1.0234,0.633095,,
28-Apr-1995,0.0756137,,0.00759063,1.02509,0.635715,,
1-May-1995,,,0.0075799,1.02765,0.636712,,
2-May-1995,,,0.00757759,1.0257,0.634244,,
3-May-1995,,,,1.02257,0.633835,,
4-May-1995,,,,1.02612,0.634699,,
5-May-1995,,,,1.02197,0.635079,,
8-May-1995,,,0.00760057,,0.631607,,
9-May-1995,,,0.00760407,1.01018,0.633419,,
10-May-1995,,,0.00760447,1.00903,0.634213,,
11-May-1995,,,0.00764567,1.00932,0.641854,,
12-May-1995,,,0.00757468,1.01965,0.650286,,
15-May-1995,,,0.00744879,1.01996,0.650279,,
16-May-1995,,,0.00755339,1.0184,0.652613,,
17-May-1995,,,0.00752234,1.02005,0.649178,,
18-May-1995,,,0.0074808,1.02539,0.651578,,
19-May-1995,,,0.00748858,1.02317,0.649634,,
22-May-1995,,,0.00749525,1.02271,0.652237,,
23-May-1995,,,0.00745255,1.02464,0.65098,,
24-May-1995,,,0.00747603,1.02399,0.652433,,
25-May-1995,,,0.00750558,1.02349,0.648107,,
26-May-1995,,,0.00752974,1.01945,0.634381,,
29-May-1995,,,0.00772317,,0.635231,,
30-May-1995,,,0.00763763,1.01486,0.634687,,
31-May-1995,0.0725536,,0.00762685,1.01782,0.634554,,
1-Jun-1995,,,0.00762391,1.02346,0.646126,,
2-Jun-1995,,,0.00754763,1.02223,0.640416,,
5-Jun-1995,,,0.00761671,1.01958,0.641327,,
6-Jun-1995,,,0.00755521,1.02134,0.642193,,
7-Jun-1995,,,0.00757055,1.01981,0.641226,,
8-Jun-1995,,,0.00754147,1.02126,0.641779,,
9-Jun-1995,,,0.0075465,1.02241,0.639566,,
12-Jun-1995,,,0.00758754,1.02098,0.63963,,
13-Jun-1995,,,0.00761321,1.01931,0.637987,,
14-Jun-1995,,,0.00756619,1.02352,0.6401,,
15-Jun-1995,,,0.00759094,1.02476,0.640675,,
16-Jun-1995,,,0.00755885,1.02569,0.639857,,
19-Jun-1995,,,0.0075722,1.02194,0.638715,,
20-Jun-1995,,,0.00753576,1.02316,0.638279,,
21-Jun-1995,,,0.00755727,1.02302,0.637834,,
22-Jun-1995,,,0.00756458,1.02208,0.635425,,
23-Jun-1995,,,0.00755401,1.01983,0.638314,,
26-Jun-1995,,,0.00755782,1.01625,0.636746,,
27-Jun-1995,,,0.00755755,1.00813,0.636724,,
28-Jun-1995,,,0.00759194,1.00925,0.638482,,
29-Jun-1995,,,0.00750064,1.01381,0.640555,,
30-Jun-1995,0.0767907,,0.00753483,1.01609,0.637447,,
3-Jul-1995,,,0.00751264,1.01664,0.637072,,
4-Jul-1995,,,0.00752662,1.01435,0.636752,,
5-Jul-1995,,,0.0075171,1.01638,0.637826,,
6-Jul-1995,,,0.00750638,1.01682,0.637667,,
7-Jul-1995,,,0.00745394,1.02072,0.639548,,
10-Jul-1995,,,0.00735105,1.02451,0.642849,,
11-Jul-1995,,,0.00739781,1.02307,0.644127,,
12-Jul-1995,,,0.00736266,1.02731,0.644969,,
13-Jul-1995,,,0.00739937,1.0286,0.647445,,
14-Jul-1995,,,0.00731315,1.02498,0.642095,,
17-Jul-1995,,,0.00728184,1.0295,0.645899,,
18-Jul-1995,,,0.00726207,1.02864,0.644509,,
19-Jul-1995,0.0773814,,0.00734133,1.02374,0.642366,,
20-Jul-1995,,,0.00731782,1.02484,0.641407,,
21-Jul-1995,,,0.0072508,1.02556,0.643146,,
24-Jul-1995,,,0.00728708,1.02488,0.641992,,
25-Jul-1995,,,0.00732538,1.02429,0.641703,,
26-Jul-1995,,,0.00732937,1.02622,0.643885,,
27-Jul-1995,,,0.00731793,1.02346,0.642514,,
28-Jul-1995,0.0774839,,0.00729614,1.02757,0.643155,,
31-Jul-1995,0.0772521,,0.00725111,1.02755,0.641216,,
1-Aug-1995,,,0.0073005,1.02631,0.642809,,
2-Aug-1995,,,0.00725823,1.03583,0.645257,,
3-Aug-1995,,,0.00713505,1.03815,0.647506,,
4-Aug-1995,,,0.0071409,1.03951,0.648394,,
7-Aug-1995,,,0.00712172,1.04176,0.648789,,
8-Aug-1995,,,0.00714249,1.04313,0.651752,,
9-Aug-1995,,,0.00710904,1.04171,0.651188,,
10-Aug-1995,,,0.00708439,1.04317,0.652472,,
11-Aug-1995,,,0.0070485,1.04312,0.659035,,
14-Aug-1995,,,0.00699463,1.03888,0.658894,,
15-Aug-1995,,,0.00707854,1.04268,0.662905,,
16-Aug-1995,,,0.00682471,1.04312,0.671551,,
17-Aug-1995,,,0.00686982,1.03925,0.674616,,
18-Aug-1995,,,0.0068772,1.03643,0.670527,,
21-Aug-1995,,,0.00691291,1.03446,0.670552,,
22-Aug-1995,,,0.00694848,1.03287,0.672265,,
23-Aug-1995,,,0.00691309,1.03252,0.671952,,
24-Aug-1995,,,0.00697428,1.03685,0.672321,,
25-Aug-1995,,,0.00693901,1.03428,0.670655,,
28-Aug-1995,,,0.00692909,,0.668657,,
29-Aug-1995,,,0.00693635,1.03865,0.670745,,
30-Aug-1995,,,0.00685601,1.04145,0.673946,,
31-Aug-1995,0.0805332,,0.00676105,1.04021,0.67002,,
1-Sep-1995,,,0.00687457,1.04099,0.670958,,
4-Sep-1995,,,0.0068831,1.04283,0.669037,,
5-Sep-1995,,,0.00684781,1.0436,0.671085,,
6-Sep-1995,,,0.00683072,1.04419,0.674192,,
7-Sep-1995,,,0.00681756,1.04458,0.673575,,
8-Sep-1995,,,0.00678125,1.04645,0.677447,,
11-Sep-1995,,,0.00678284,1.04546,0.673536,,
12-Sep-1995,,,0.00673829,1.05064,0.676524,,
13-Sep-1995,,,0.00668216,1.05541,0.680912,,
14-Sep-1995,,,0.00657824,1.05439,0.681177,,
15-Sep-1995,,,,1.05635,0.68257,,
18-Sep-1995,,,0.00654863,1.05433,0.682367,,
19-Sep-1995,,,0.00660403,1.05556,0.683517,,
20-Sep-1995,,,0.00654111,1.05485,0.681911,,
21-Sep-1995,,,0.00656256,1.04985,0.672334,,
22-Sep-1995,,,0.00665849,1.04833,0.665183,,
25-Sep-1995,,,0.00661698,1.04746,0.666661,,
26-Sep-1995,,,0.00670306,1.05198,0.670306,,
27-Sep-1995,,,0.0066509,1.04864,0.669413,,
28-Sep-1995,,,0.00662716,1.05161,0.665367,,
29-Sep-1995,0.0798065,,0.00675351,1.04891,0.66387,,
2-Oct-1995,,,0.00666881,1.05778,0.668548,,
3-Oct-1995,,,0.0066534,1.06479,0.668001,,
4-Oct-1995,,,0.00660312,1.05908,0.670217,,
5-Oct-1995,,,0.00668012,1.06144,0.670016,,
6-Oct-1995,,,0.00666528,1.05784,0.667195,,
9-Oct-1995,,,0.00664544,1.05693,0.666538,,
10-Oct-1995,,,,1.05666,0.669196,,
11-Oct-1995,,,0.00664248,1.05559,0.668898,,
12-Oct-1995,,,0.0066055,1.05053,0.668146,,
13-Oct-1995,,,0.00667097,1.05242,0.669098,,
16-Oct-1995,,,0.0066423,1.05297,0.668215,,
17-Oct-1995,,,0.00665815,1.05157,0.668811,,
18-Oct-1995,,,0.00666217,1.05015,0.66655,,
19-Oct-1995,,,0.00663803,1.0506,0.66845,,
20-Oct-1995,,,0.00663016,1.04897,0.667326,,
23-Oct-1995,,,0.00664941,1.04679,0.662946,,
24-Oct-1995,,,0.00661712,1.04847,0.662705,,
25-Oct-1995,,,0.00662606,1.0513,0.665256,,
26-Oct-1995,,,0.00657092,1.05064,0.665634,,
27-Oct-1995,,,0.00656801,1.05218,0.665011,,
30-Oct-1995,,,0.0065591,1.05165,0.667716,,
31-Oct-1995,0.0804695,,0.00657912,1.05356,0.669096,,
1-Nov-1995,,,0.00654844,1.05728,0.669251,,
2-Nov-1995,,,0.00648629,1.06119,0.67198,,
3-Nov-1995,,,,1.06105,0.672829,,
6-Nov-1995,,,0.00644394,1.05747,0.669203,,
7-Nov-1995,,,0.00650666,1.05802,0.670186,,
8-Nov-1995,,,0.00648963,1.05802,0.669081,,
9-Nov-1995,,,0.00654627,1.05748,0.670011,,
