Series Name,"Series Code","Country Name","Country Code","1960 [YR1960]","1961 [YR1961]","1962 [YR1962]","1963 [YR1963]","1964 [YR1964]","1965 [YR1965]","1966 [YR1966]","1967 [YR1967]","1968 [YR1968]","1969 [YR1969]","1970 [YR1970]","1971 [YR1971]","1972 [YR1972]","1973 [YR1973]","1974 [YR1974]","1975 [YR1975]","1976 [YR1976]","1977 [YR1977]","1978 [YR1978]","1979 [YR1979]","1980 [YR1980]","1981 [YR1981]","1982 [YR1982]","1983 [YR1983]","1984 [YR1984]","1985 [YR1985]","1986 [YR1986]","1987 [YR1987]","1988 [YR1988]","1989 [YR1989]","1990 [YR1990]","1991 [YR1991]","1992 [YR1992]","1993 [YR1993]","1994 [YR1994]","1995 [YR1995]","1996 [YR1996]","1997 [YR1997]","1998 [YR1998]","1999 [YR1999]","2000 [YR2000]","2001 [YR2001]","2002 [YR2002]","2003 [YR2003]","2004 [YR2004]","2005 [YR2005]","2006 [YR2006]","2007 [YR2007]","2008 [YR2008]","2009 [YR2009]","2010 [YR2010]","2011 [YR2011]","2012 [YR2012]","2013 [YR2013]","2014 [YR2014]","2015 [YR2015]","2016 [YR2016]","2017 [YR2017]","2018 [YR2018]","2019 [YR2019]","2020 [YR2020]","2021 [YR2021]","2022 [YR2022]","2023 [YR2023]"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Maldives","MDV","","","","","","","","","","","","","","","","","10000","80000","571475.286252215","712506.356578765","949148.535136533","1145419.14069351","8406398.35471126","4541130.18946881","5129802.09569767","4591968.3655536","6914463.93404523","8194186.61067684","21586913.9158402","24766283.2812048","24378453.1447838","23468608.6197771","28193754.5890797","26149829.0638764","31220395.6245447","47951938.1027696","76166932.7152044","98305132.2373818","118535050.808558","127116487.326909","122801161.555359","93075478.3340346","133146756.138827","159492039.076649","203594899.341916","186354315.295944","231550005.623125","308403900.253519","240580313.574776","260981130.107897","350103579.326899","334913163.216004","304506181.012498","368315038.589918","614684246.485376","563873734.60286","467323386.048191","587346816.807916","712157733.781107","753496279.806938","984930745.339245","805808189.424559","832094352.898169","590522550.56534"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Mali","MLI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Malta","MLT","59300000","59300000","66700000","69100000","71500000","78900000","90200000","89500000","138700000","127010000","148200000","184745165.852066","261712599.761047","310413933.302387","386678314.328785","485778082.947107","607805088.847585","719551824.524381","925140092.270174","1012716612.91501","990101943.772928","1073844544.59639","1083623988.23186","1112297497.84076","990223144.772271","986943497.363796","1145363582.98778","1414600204.28719","1364710682.1332","1355148332.32581","1431763124.72436","1333286634.05284","1268341551.28082","1362442867.70356","1849634580.43249","1604472882.05634","1619839724.37276","1487565730.32252","1662710867.13178","1788027024.62699","1470184013.84209","1666165881.29433","2209325929.85996","2728692460.61478","2731984057.53772","2576428779.69299","2976773160.26694","3785427062.06583","368291199.326502","532092639.961921","535797024.409551","499787920.742163","688260045.960483","584888291.286177","615634496.55437","568517422.679452","673601487.752481","829102350.762179","1020768779.12178","910201561.122226","919117709.381045","1143866494.25072","1195524020.77094","1204258871.48281"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Marshall Islands","MHL","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Mauritania","MRT","","","7900000","10100000","10450000","9850000","7770000","8800000","7420000","3570000","3180000","7504576.30064012","13459437.6018234","42243163.0419726","103811969.247284","47725239.4020571","81982579.4999275","50016680.43428","79498929.1030237","113673011.818673","139900000","161803629.212123","139111031.074549","105932869.183618","77529406.287093","59216783.831283","48219151.5907673","71808358.7510108","55567284.7896005","82418274.7654217","54110914.6263391","67614434.4791086","61182500.3093762","44559476.5223351","39673889.0472013","85456192.101414","141217938.777623","200751636.371487","48755773.6812578","35280000","46246077.9554015","36653570.3715736","70141786.0217224","27022883.3001082","33727016.7291556","64468252.9793491","187185036.06378","197825712.520998","188595949.427061","225351721.083112","271688466.196257","484718210.555567","949499710.793157","984050730.460926","621518343.480939","810079358.346095","835289254.487379","858912970.854327","919552858.830821","1028702420.51919","1493184646.02741","2038562789.40175","",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Mauritius","MUS","17120000","18340000","18550000","19370000","19090000","19950000","19280000","13280000","16340000","33050000","46190000","51697737.3737341","70118316.0638601","66825994.3443947","131073692.643376","165977215.01422","89513781.7726107","66318133.2331011","45820529.1984035","29177225.9630057","90660000","35059948.3279326","37956313.7479028","17884695.5976597","23578020.9569767","29944920.913884","136027134.417086","343470003.26292","441979445.304195","517830245.223014","737597596.136063","893234274.986053","820067623.028587","757027853.773273","747574042.974994","863310604.047996","896105091.684018","693250742.034023","559006137.226051","730978607.284471","897435313.179955","835621197.51268","1227371781.41042","1577284274.66079","1605920912.54706","1339904337.82123","1269634204.14132","1780302289.90601","1742653924.22182","2178769753.10442","2441835607.0817","2582676512.87377","2836687539.14535","3340205403.76468","3614701310.24131","3956976708.3633","4504179661.12085","5465932736.63058","5840628543.70215","6753393625.78251","6535003556.38291","7834980059.81864","7068773582.92421","6424580180.49611"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Mexico","MEX","306000000","301000000","333000000","409000000","418000000","379500000","454990000","420000000","491920000","493390000","568100000","752095434.777804","975883557.076037","1160211834.57653","1237633576.91076","1383459717.88937","1187999175.10079","1648897138.20623","1841512129.10122","2071708724.95516","2959892457.55668","4074353726.2441","833890593.80924","3912918651.64416","7272038649.66628","4906395430.57996","5669819248.22331","12464081799.9972","5278683303.95231","6329105106.84154","9862895477.37264","17725518316.6688","18941965806.3718","25109605164.3518","6278238053.264","16846808910.2877","19432723330.5341","28797466855.6517","31799031085.6572","31782190512.9215","35508841926.0105","44740742121.561","50594446759.7124","58955641644.4202","64140696567.4203","74054137348.6702","76270546023.3582","87109236213.9551","95126103498.6517","99589209742.5811","120264990360.51","143990797078.067","160413365459.751","175432415284.167","190923190993.428","173457747218.176","173535819121.603","170458364362.543","171444902467.495","177176653572.28","191769269928.007","200775455680.768","194124913250.538","206351156443.452"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Micronesia, Fed. Sts.","FSM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","69499661.3787445","89600207.5601928","85801084.2580199","101601919.397647","92668897.7533349","113047175.64761","98330197.784134","117391173.137997","89607067.3768614","54838730.4103666","49953309.0358174","46622757.9357199","48479465.9772571","39986224.5220158","55718614.2195801","55763850.8999963","75062413.2091201","76796329.9889957","84343095.8002683","114124949.546814","135114898.29569","156984836.357184","203718873.504125","203528219.216567","397158244.634291","451912609.039125","497434120.418255","",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Moldova","MDA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2452050.05156269","76335740.6815104","179920345.917025","257008835.963421","311957990.338417","365985641.666855","143562514.448296","185700972.170735","222490325.115233","228532262.248502","268855942.32755","302270799.145864","470258874.786485","597448067.48296","775478571.97928","1333684646.72926","1672406461.42833","1480265227.43451","1717685352.56472","1964977529.09624","2511050590.06574","2817768124.6851","2153803424.5865","1754245816.82574","2203196271.29037","2800178703.43851","2992183372.12576","3056030628.37732","3779071902.19808","3897595634.04246","4469870951.11997","5448195393.51053"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Monaco","MCO","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Mongolia","MNG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16352500.1031254","59735712.5202011","81387888.0384465","117028100.510162","107436413.624912","175711634.050775","94086532.9512894","136489707.256884","178768461.291911","155631285.12037","218505216.164622","196882127.168395","193737293.021407","333150649.734728","583395917.9359","801746766.06474","561481849.446504","1294473002.02796","2196704534.64351","2275162784.48304","3930109864.82685","2095810238.98785","1540359614.36218","1246502182.72512","1239996362.4199","2839235472.592","2779931759.30349","3239308410.83181","4049334798.04225","3814096564.17754","3018528967.68271","4382523550.42746"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Montenegro","MNE","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","688838319.209949","435670237.195004","572613016.575366","556155216.851418","392694640.34694","458665566.358864","584205748.261538","662568377.651563","681847411.617033","793654021.992476","1015962460.25023","1202486372.13988","1529177036.35033","2134820419.92713","1981678244.5027","2040827973.50695","1573580964.08645"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Morocco","MAR","176600000","156130000","145130000","81130000","19010000","77800000","65700000","54600000","64000000","93000000","119300000","150660007.60291","213650996.198525","240597925.15061","390957098.84661","352385146.742508","467083047.730459","505337204.230039","618402199.140679","557036621.859858","398612198.046849","229676094.701301","217584646.951104","106680521.384788","48686146.6988366","115087873.462214","211350971.82978","411142490.317638","547470993.527203","488499382.342892","2066493790.10115","3100162740.1336","3584034196.37824","3654916972.39333","4351696413.5033","3601133295.04941","3794028441.31418","3992744580.81473","4435029463.66241","5689359141.57326","4823173054.82376","8473862876.9561","10132656834.9756","13851145172.1823","16336624021.6054","16187424949.2611","20340718461.3579","24123275214.4397","22103775203.8162","22797349592.7924","22713297147.5582","19082292656.0906","15958824585.6826","17944085607.4903","19416547581.2067","21996701264.8606","24282138815.762","25268147247.8717","23549728686.8952","25329860211.4799","34653006798.9454","34354119831.1337","31025606470.8918","34861268999.0963"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Mozambique","MOZ","","","","","","","","","","","","","","","","","","","","","","","","","55294036.6024478","45886268.1273836","56746936.2195835","118022757.851833","173596742.639969","203495525.249972","231744264.266615","240557217.239554","233365000.206251","187240821.663363","177505720.92385","195318936.152501","344062454.704414","517354652.817244","608498397.656015","654007640.526746","723179361.333547","713224219.870017","802498122.586326","937499604.231933","1130955247.48723","1053820108.82852","1155731241.59491","1444691332.98989","1577732160.97306","2099266029.78412","2159394787.79537","2468771604.1521","2770241526.17886","3142333833.19953","3009982304.35887","2411423723.09729","1885918237.53838","3179314609.87796","2925704864.03441","3697233289.98712","3836111854.33148","3550532062.56228","2709341999.44405","3254152537.01821"
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Myanmar","MMR","121690000","94990000","112100000","142700000","131000000","96910000","100310000","71420000","68920000","45620000","31400000","48843428.6955577","40201731.7258583","91889486.7141437","182368054.277472","132800388.669664","118329919.495335","103286050.25155","96352051.9082728","203265114.418418","260574473.901072","229022524.865822","104342784.039737","89360100.5154794","62112456.509878","33921968.3655536","33100000","27241866.1067684","77434569.5792009","263378232.186506","312796688.053947","258385956.028551","280113750.051563","302916579.486201","422048837.304362","561146420.306573","229188718.954549","249813064.019257","314918680.962807","265462974.837735","222987555.090852","400458801.130051","469988328.504307","550224170.680025","672134265.912112","770729162.736186","1235606375.35429","3088878881.68998","3717455596.43089","5251693589.24314","5716855816.89603","7003907903.01112","6964023905.37492","8554063723.11893","4227646938.8808","4350888942.14029","4618587873.75254","4910970480.80223","5346885782.45813","5468336044.05248","7228120715.09329","","",""
Total reserves minus gold (current US$),"FI.RES.XGLD.CD","Namibia","NAM","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","49717500.1031254","133694471.169385","202621731.256651","220986649.546325","193866390.030945","250531564.969129","260253246.031131","305489557.293461","259836317.576792","234251046.833656","323133447.622758","325217778.017771","345060355.267101","312104907.411467","449578847.200303","896022010.407354","1292948220.14149","2050927526.8344","1695691125.42722","1786689867.90836","1745866242.29235","1511161812.62397","1177201629.8477","1688180787.14781","1833673822.03675","2432221196.06343","2149813974.088","2049134995.15919","2171055563.07623","2763919782.17433","2803462864.6202","2956284637.81427"
